date,ward,day_of_week,is_weekend,month,fill_level,capacity_kg,previous_day_kg,avg_3_day_kg,avg_7_day_kg,waste_generated_kg
2025-06-10,Ward 27,1,0,6,78.27,100.0,89.6,97.46,89.04,66.74
2025-06-11,Ward 27,2,0,6,66.67,100.0,66.74,86.79,86.26,76.86
2025-06-12,Ward 27,3,0,6,64.08,100.0,76.86,77.73,87.25,75.08
2025-06-13,Ward 27,4,0,6,65.01,100.0,75.08,72.89,86.13,78.4
2025-06-14,Ward 27,5,1,6,73.23,100.0,78.4,76.78,84.21,79.22
2025-06-15,Ward 27,6,1,6,76.56,100.0,79.22,77.57,81.42,92.29
2025-06-16,Ward 27,0,0,6,80.73,100.0,92.29,83.3,79.74,69.45
2025-06-17,Ward 27,1,0,6,62.16,100.0,69.45,80.32,76.86,75.29
2025-06-18,Ward 27,2,0,6,57.05,100.0,75.29,79.01,78.08,69.35
2025-06-19,Ward 27,3,0,6,61.18,100.0,69.35,71.36,77.01,78.27
2025-06-20,Ward 27,4,0,6,69.5,100.0,78.27,74.3,77.47,85.72
2025-06-21,Ward 27,5,1,6,80.55,100.0,85.72,77.78,78.51,104.02
2025-06-22,Ward 27,6,1,6,88.6,100.0,104.02,89.34,82.06,98.83
2025-06-23,Ward 27,0,0,6,78.81,100.0,98.83,96.19,82.99,92.89
2025-06-24,Ward 27,1,0,6,78.58,100.0,92.89,98.58,86.34,74.61
2025-06-25,Ward 27,2,0,6,70.39,100.0,74.61,88.78,86.24,63.2
2025-06-26,Ward 27,3,0,6,64.22,100.0,63.2,76.9,85.36,77.47
2025-06-27,Ward 27,4,0,6,73.82,100.0,77.47,71.76,85.25,73.9
2025-06-28,Ward 27,5,1,6,69.42,100.0,73.9,71.52,83.56,91.77
2025-06-29,Ward 27,6,1,6,72.26,100.0,91.77,81.05,81.81,82.97
2025-06-30,Ward 27,0,0,6,80.31,100.0,82.97,82.88,79.54,80.25
2025-07-01,Ward 27,1,0,7,76.22,100.0,80.25,85.0,77.74,81.99
2025-07-02,Ward 27,2,0,7,77.64,100.0,81.99,81.74,78.79,77.51
2025-07-03,Ward 27,3,0,7,85.94,100.0,77.51,79.92,80.84,75.68
2025-07-04,Ward 27,4,0,7,67.2,100.0,75.68,78.39,80.58,82.8
2025-07-05,Ward 27,5,1,7,78.01,100.0,82.8,78.66,81.85,86.67
2025-07-06,Ward 27,6,1,7,73.17,100.0,86.67,81.72,81.12,100.28
2025-07-07,Ward 27,0,0,7,88.82,100.0,100.28,89.92,83.6,80.55
2025-07-08,Ward 27,1,0,7,78.94,100.0,80.55,89.17,83.64,70.23
2025-07-09,Ward 27,2,0,7,66.39,100.0,70.23,83.69,81.96,70.97
2025-07-10,Ward 27,3,0,7,61.67,100.0,70.97,73.92,81.03,73.19
2025-07-11,Ward 27,4,0,7,79.14,100.0,73.19,71.46,80.67,82.17
2025-07-12,Ward 27,5,1,7,73.53,100.0,82.17,75.44,80.58,84.73
2025-07-13,Ward 27,6,1,7,75.02,100.0,84.73,80.03,80.3,83.08
2025-07-14,Ward 27,0,0,7,74.11,100.0,83.08,83.33,77.85,80.9
2025-07-15,Ward 27,1,0,7,65.92,100.0,80.9,82.9,77.9,72.83
2025-07-16,Ward 27,2,0,7,67.44,100.0,72.83,78.94,78.27,69.13
2025-07-17,Ward 27,3,0,7,61.3,100.0,69.13,74.29,78.0,76.73
2025-07-18,Ward 27,4,0,7,78.1,100.0,76.73,72.9,78.51,84.76
2025-07-19,Ward 27,5,1,7,69.52,100.0,84.76,76.87,78.88,91.82
2025-07-20,Ward 27,6,1,7,83.71,100.0,91.82,84.44,79.89,77.09
2025-07-21,Ward 27,0,0,7,71.99,100.0,77.09,84.56,79.04,74.29
2025-07-22,Ward 27,1,0,7,73.07,100.0,74.29,81.07,78.09,65.99
2025-07-23,Ward 27,2,0,7,66.35,100.0,65.99,72.46,77.12,71.88
2025-07-24,Ward 27,3,0,7,74.85,100.0,71.88,70.72,77.51,52.65
2025-07-25,Ward 27,4,0,7,54.64,100.0,52.65,63.51,74.07,65.44
2025-07-26,Ward 27,5,1,7,55.78,100.0,65.44,63.32,71.31,77.01
2025-07-27,Ward 27,6,1,7,78.3,100.0,77.01,65.03,69.19,71.75
2025-07-28,Ward 27,0,0,7,70.32,100.0,71.75,71.4,68.43,61.86
2025-07-29,Ward 27,1,0,7,58.85,100.0,61.86,70.21,66.65,65.19
2025-07-30,Ward 27,2,0,7,61.66,100.0,65.19,66.27,66.54,62.38
2025-07-31,Ward 27,3,0,7,53.19,100.0,62.38,63.14,65.18,72.59
2025-08-01,Ward 27,4,0,8,72.2,100.0,72.59,66.72,68.03,72.07
2025-08-02,Ward 27,5,1,8,71.72,100.0,72.07,69.01,68.98,70.47
2025-08-03,Ward 27,6,1,8,73.72,100.0,70.47,71.71,68.04,72.34
2025-08-04,Ward 27,0,0,8,68.0,100.0,72.34,71.63,68.13,63.28
2025-08-05,Ward 27,1,0,8,60.23,100.0,63.28,68.7,68.33,60.34
2025-08-06,Ward 27,2,0,8,62.5,100.0,60.34,65.32,67.64,61.03
2025-08-07,Ward 27,3,0,8,61.63,100.0,61.03,61.55,67.45,64.18
2025-08-08,Ward 27,4,0,8,61.62,100.0,64.18,61.85,66.24,81.26
2025-08-09,Ward 27,5,1,8,66.98,100.0,81.26,68.82,67.56,88.02
2025-08-10,Ward 27,6,1,8,86.05,100.0,88.02,77.82,70.06,75.86
2025-08-11,Ward 27,0,0,8,82.46,100.0,75.86,81.71,70.57,74.27
2025-08-12,Ward 27,1,0,8,75.13,100.0,74.27,79.38,72.14,61.28
2025-08-13,Ward 27,2,0,8,60.75,100.0,61.28,70.47,72.27,55.76
2025-08-14,Ward 27,3,0,8,60.2,100.0,55.76,63.77,71.52,67.19
2025-08-15,Ward 27,4,0,8,66.58,100.0,67.19,61.41,71.95,63.89
2025-08-16,Ward 27,5,1,8,67.65,100.0,63.89,62.28,69.47,79.34
2025-08-17,Ward 27,6,1,8,76.84,100.0,79.34,70.14,68.23,80.3
2025-08-18,Ward 27,0,0,8,72.84,100.0,80.3,74.51,68.86,62.17
2025-08-19,Ward 27,1,0,8,58.07,100.0,62.17,73.94,67.13,43.73
2025-08-20,Ward 27,2,0,8,51.61,100.0,43.73,62.07,64.63,47.45
2025-08-21,Ward 27,3,0,8,50.64,100.0,47.45,51.12,63.44,35.13
2025-08-22,Ward 27,4,0,8,38.6,100.0,35.13,42.1,58.86,59.27
2025-08-23,Ward 27,5,1,8,57.2,100.0,59.27,47.28,58.2,70.81
2025-08-24,Ward 27,6,1,8,61.07,100.0,70.81,55.07,56.98,77.41
2025-08-25,Ward 27,0,0,8,71.6,100.0,77.41,69.16,56.57,65.72
2025-08-26,Ward 27,1,0,8,76.35,100.0,65.72,71.31,57.07,63.43
2025-08-27,Ward 27,2,0,8,61.7,100.0,63.43,68.85,59.89,50.83
2025-08-28,Ward 27,3,0,8,53.41,100.0,50.83,59.99,60.37,56.18
2025-08-29,Ward 27,4,0,8,57.99,100.0,56.18,56.81,63.38,59.44
2025-08-30,Ward 27,5,1,8,67.97,100.0,59.44,55.48,63.4,69.17
2025-08-31,Ward 27,6,1,8,78.46,100.0,69.17,61.6,63.17,70.73
2025-01-01,Ward 31,2,0,1,67.98,180.0,102.6,108.0,108.0,107.69
2025-01-02,Ward 31,3,0,1,65.7,180.0,107.69,107.69,107.69,106.7
2025-01-03,Ward 31,4,0,1,56.26,180.0,106.7,107.19,107.19,117.85
2025-01-04,Ward 31,5,1,1,69.5,180.0,117.85,110.75,110.75,128.33
2025-01-05,Ward 31,6,1,1,61.91,180.0,128.33,117.63,115.14,119.06
2025-01-06,Ward 31,0,0,1,57.86,180.0,119.06,121.75,115.93,104.93
2025-01-07,Ward 31,1,0,1,60.44,180.0,104.93,117.44,114.09,111.7
2025-01-08,Ward 31,2,0,1,62.27,180.0,111.7,111.9,113.75,96.21
2025-01-09,Ward 31,3,0,1,55.79,180.0,96.21,104.28,112.11,106.13
2025-01-10,Ward 31,4,0,1,70.8,180.0,106.13,104.68,112.03,110.7
2025-01-11,Ward 31,5,1,1,60.02,180.0,110.7,104.35,111.01,135.35
2025-01-12,Ward 31,6,1,1,73.13,180.0,135.35,117.39,112.01,135.8
2025-01-13,Ward 31,0,0,1,71.61,180.0,135.8,127.28,114.4,126.81
2025-01-14,Ward 31,1,0,1,71.68,180.0,126.81,132.65,117.53,111.48
2025-01-15,Ward 31,2,0,1,66.65,180.0,111.48,124.7,117.5,103.99
2025-01-16,Ward 31,3,0,1,61.19,180.0,103.99,114.09,118.61,114.03
2025-01-17,Ward 31,4,0,1,60.1,180.0,114.03,109.83,119.74,122.47
2025-01-18,Ward 31,5,1,1,63.11,180.0,122.47,113.5,121.42,126.09
2025-01-19,Ward 31,6,1,1,65.76,180.0,126.09,120.86,120.1,123.61
2025-01-20,Ward 31,0,0,1,68.25,180.0,123.61,124.06,118.35,114.81
2025-01-21,Ward 31,1,0,1,67.02,180.0,114.81,121.5,116.64,105.23
2025-01-22,Ward 31,2,0,1,57.17,180.0,105.23,114.55,115.75,105.47
2025-01-23,Ward 31,3,0,1,66.71,180.0,105.47,108.5,115.96,117.2
2025-01-24,Ward 31,4,0,1,63.26,180.0,117.2,109.3,116.41,127.92
2025-01-25,Ward 31,5,1,1,57.66,180.0,127.92,116.86,117.19,133.68
2025-01-26,Ward 31,6,1,1,80.26,180.0,133.68,126.27,118.27,137.14
2025-01-27,Ward 31,0,0,1,71.86,180.0,137.14,132.91,120.21,131.78
2025-01-28,Ward 31,1,0,1,74.07,180.0,131.78,134.2,122.63,109.55
2025-01-29,Ward 31,2,0,1,53.15,180.0,109.55,126.16,123.25,113.49
2025-01-30,Ward 31,3,0,1,59.41,180.0,113.49,118.27,124.39,126.93
2025-01-31,Ward 31,4,0,1,66.26,180.0,126.93,116.66,125.78,119.75
2025-02-01,Ward 31,5,1,2,58.9,180.0,119.75,120.06,124.62,117.0
2025-02-02,Ward 31,6,1,2,63.08,180.0,117.0,121.23,122.23,127.94
2025-02-03,Ward 31,0,0,2,66.08,180.0,127.94,121.56,120.92,131.86
2025-02-04,Ward 31,1,0,2,75.61,180.0,131.86,125.6,120.93,121.6
2025-02-05,Ward 31,2,0,2,55.24,180.0,121.6,127.13,122.65,121.47
2025-02-06,Ward 31,3,0,2,68.64,180.0,121.47,124.98,123.79,126.3
2025-02-07,Ward 31,4,0,2,72.52,180.0,126.3,123.12,123.7,125.97
2025-02-08,Ward 31,5,1,2,77.53,180.0,125.97,124.58,124.59,134.26
2025-02-09,Ward 31,6,1,2,74.23,180.0,134.26,128.84,127.06,128.71
2025-02-10,Ward 31,0,0,2,63.83,180.0,128.71,129.65,127.17,136.27
2025-02-11,Ward 31,1,0,2,69.9,180.0,136.27,133.08,127.8,130.17
2025-02-12,Ward 31,2,0,2,70.19,180.0,130.17,131.72,129.02,124.73
2025-02-13,Ward 31,3,0,2,73.86,180.0,124.73,130.39,129.49,126.9
2025-02-14,Ward 31,4,0,2,58.92,180.0,126.9,127.27,129.57,127.71
2025-02-15,Ward 31,5,1,2,70.87,180.0,127.71,126.45,129.82,143.5
2025-02-16,Ward 31,6,1,2,65.98,180.0,143.5,132.7,131.14,137.74
2025-02-17,Ward 31,0,0,2,68.83,180.0,137.74,136.32,132.43,130.71
2025-02-18,Ward 31,1,0,2,62.32,180.0,130.71,137.32,131.64,119.5
2025-02-19,Ward 31,2,0,2,61.51,180.0,119.5,129.32,130.11,125.71
2025-02-20,Ward 31,3,0,2,71.44,180.0,125.71,125.31,130.25,128.3
2025-02-21,Ward 31,4,0,2,66.37,180.0,128.3,124.5,130.45,136.15
2025-02-22,Ward 31,5,1,2,67.08,180.0,136.15,130.05,131.66,137.6
2025-02-23,Ward 31,6,1,2,66.99,180.0,137.6,134.02,130.82,137.14
2025-02-24,Ward 31,0,0,2,65.71,180.0,137.14,136.96,130.73,133.62
2025-02-25,Ward 31,1,0,2,73.9,180.0,133.62,136.12,131.15,117.53
2025-02-26,Ward 31,2,0,2,64.57,180.0,117.53,129.43,130.86,120.48
2025-02-27,Ward 31,3,0,2,67.21,180.0,120.48,123.88,130.12,127.22
2025-02-28,Ward 31,4,0,2,60.67,180.0,127.22,121.74,129.96,126.97
2025-03-01,Ward 31,5,1,3,68.0,180.0,126.97,124.89,128.65,147.85
2025-03-02,Ward 31,6,1,3,64.32,180.0,147.85,134.01,130.12,146.7
2025-03-03,Ward 31,0,0,3,80.92,180.0,146.7,140.51,131.48,138.59
2025-03-04,Ward 31,1,0,3,74.8,180.0,138.59,144.38,132.19,125.54
2025-03-05,Ward 31,2,0,3,66.74,180.0,125.54,136.94,133.34,116.27
2025-03-06,Ward 31,3,0,3,52.26,180.0,116.27,126.8,132.73,129.79
2025-03-07,Ward 31,4,0,3,63.94,180.0,129.79,123.87,133.1,134.36
2025-03-08,Ward 31,5,1,3,63.59,180.0,134.36,126.81,134.16,136.41
2025-03-09,Ward 31,6,1,3,70.39,180.0,136.41,133.52,132.52,138.26
2025-03-10,Ward 31,0,0,3,73.82,180.0,138.26,136.34,131.32,138.5
2025-03-11,Ward 31,1,0,3,73.62,180.0,138.5,137.72,131.3,131.33
2025-03-12,Ward 31,2,0,3,77.31,180.0,131.33,136.03,132.13,123.83
2025-03-13,Ward 31,3,0,3,66.44,180.0,123.83,131.22,133.21,136.68
2025-03-14,Ward 31,4,0,3,77.68,180.0,136.68,130.61,134.2,134.08
2025-03-15,Ward 31,5,1,3,68.86,180.0,134.08,131.53,134.16,154.3
2025-03-16,Ward 31,6,1,3,80.26,180.0,154.3,141.69,136.71,152.89
2025-03-17,Ward 31,0,0,3,76.12,180.0,152.89,147.09,138.8,140.54
2025-03-18,Ward 31,1,0,3,74.19,180.0,140.54,149.24,139.09,130.75
2025-03-19,Ward 31,2,0,3,69.0,180.0,130.75,141.39,139.01,130.41
2025-03-20,Ward 31,3,0,3,65.7,180.0,130.41,133.9,139.95,136.6
2025-03-21,Ward 31,4,0,3,85.9,180.0,136.6,132.59,139.94,134.58
2025-03-22,Ward 31,5,1,3,72.22,180.0,134.58,133.86,140.01,143.56
2025-03-23,Ward 31,6,1,3,76.73,180.0,143.56,138.25,138.48,148.15
2025-03-24,Ward 31,0,0,3,79.31,180.0,148.15,142.1,137.8,148.92
2025-03-25,Ward 31,1,0,3,76.74,180.0,148.92,146.88,139.0,142.68
2025-03-26,Ward 31,2,0,3,61.8,180.0,142.68,146.58,140.7,142.83
2025-03-27,Ward 31,3,0,3,75.45,180.0,142.83,144.81,142.47,146.55
2025-03-28,Ward 31,4,0,3,68.82,180.0,146.55,144.02,143.9,141.44
2025-03-29,Ward 31,5,1,3,73.81,180.0,141.44,143.61,144.88,151.59
2025-03-30,Ward 31,6,1,3,78.16,180.0,151.59,146.53,146.02,158.72
2025-03-31,Ward 31,0,0,3,70.49,180.0,158.72,150.58,147.53,151.41
2025-04-01,Ward 31,1,0,4,76.72,180.0,151.41,153.91,147.89,136.96
2025-04-02,Ward 31,2,0,4,64.1,180.0,136.96,149.03,147.07,135.75
2025-04-03,Ward 31,3,0,4,58.95,180.0,135.75,141.37,146.06,139.12
2025-04-04,Ward 31,4,0,4,64.78,180.0,139.12,137.28,145.0,143.62
2025-04-05,Ward 31,5,1,4,73.27,180.0,143.62,139.5,145.31,159.46
2025-04-06,Ward 31,6,1,4,78.69,180.0,159.46,147.4,146.43,150.95
2025-04-07,Ward 31,0,0,4,73.98,180.0,150.95,151.34,145.32,150.75
2025-04-08,Ward 31,1,0,4,79.12,180.0,150.75,153.72,145.23,135.63
2025-04-09,Ward 31,2,0,4,69.8,180.0,135.63,145.78,145.04,123.52
2025-04-10,Ward 31,3,0,4,68.55,180.0,123.52,136.63,143.29,121.62
2025-04-11,Ward 31,4,0,4,69.68,180.0,121.62,126.92,140.79,138.09
2025-04-12,Ward 31,5,1,4,83.8,180.0,138.09,127.74,140.0,144.87
2025-04-13,Ward 31,6,1,4,73.8,180.0,144.87,134.86,137.92,158.5
2025-04-14,Ward 31,0,0,4,85.19,180.0,158.5,147.15,139.0,142.48
2025-04-15,Ward 31,1,0,4,74.57,180.0,142.48,148.62,137.82,132.94
2025-04-16,Ward 31,2,0,4,71.42,180.0,132.94,144.64,137.43,126.73
2025-04-17,Ward 31,3,0,4,67.32,180.0,126.73,134.05,137.89,122.45
2025-04-18,Ward 31,4,0,4,66.89,180.0,122.45,127.37,138.01,139.13
2025-04-19,Ward 31,5,1,4,71.1,180.0,139.13,129.44,138.16,139.31
2025-04-20,Ward 31,6,1,4,77.25,180.0,139.31,133.63,137.36,148.19
2025-04-21,Ward 31,0,0,4,71.88,180.0,148.19,142.21,135.89,138.19
2025-04-22,Ward 31,1,0,4,64.4,180.0,138.19,141.9,135.28,122.72
2025-04-23,Ward 31,2,0,4,63.63,180.0,122.72,136.37,133.82,132.42
2025-04-24,Ward 31,3,0,4,66.62,180.0,132.42,131.11,134.63,136.88
2025-04-25,Ward 31,4,0,4,68.74,180.0,136.88,130.67,136.69,142.72
2025-04-26,Ward 31,5,1,4,72.83,180.0,142.72,137.34,137.2,155.26
2025-04-27,Ward 31,6,1,4,75.39,180.0,155.26,144.95,139.48,141.7
2025-04-28,Ward 31,0,0,4,66.26,180.0,141.7,146.56,138.56,133.35
2025-04-29,Ward 31,1,0,4,63.91,180.0,133.35,143.44,137.86,129.48
2025-04-30,Ward 31,2,0,4,66.43,180.0,129.48,134.84,138.83,142.43
2025-05-01,Ward 31,3,0,5,64.74,180.0,142.43,135.09,140.26,137.77
2025-05-02,Ward 31,4,0,5,66.11,180.0,137.77,136.56,140.39,138.13
2025-05-03,Ward 31,5,1,5,72.59,180.0,138.13,139.44,139.73,134.25
2025-05-04,Ward 31,6,1,5,71.66,180.0,134.25,136.72,136.73,153.56
2025-05-05,Ward 31,0,0,5,75.19,180.0,153.56,141.98,138.42,143.25
2025-05-06,Ward 31,1,0,5,78.85,180.0,143.25,143.69,139.84,131.88
2025-05-07,Ward 31,2,0,5,66.72,180.0,131.88,142.9,140.18,115.0
2025-05-08,Ward 31,3,0,5,66.73,180.0,115.0,130.04,136.26,125.39
2025-05-09,Ward 31,4,0,5,62.22,180.0,125.39,124.09,134.49,135.28
2025-05-10,Ward 31,5,1,5,67.93,180.0,135.28,125.22,134.09,141.68
2025-05-11,Ward 31,6,1,5,76.19,180.0,141.68,134.12,135.15,136.6
2025-05-12,Ward 31,0,0,5,76.56,180.0,136.6,137.85,132.73,126.06
2025-05-13,Ward 31,1,0,5,64.21,180.0,126.06,134.78,130.27,133.6
2025-05-14,Ward 31,2,0,5,75.88,180.0,133.6,132.09,130.52,129.31
2025-05-15,Ward 31,3,0,5,63.99,180.0,129.31,129.66,132.56,126.1
2025-05-16,Ward 31,4,0,5,67.9,180.0,126.1,129.67,132.66,134.98
2025-05-17,Ward 31,5,1,5,70.29,180.0,134.98,130.13,132.62,143.98
2025-05-18,Ward 31,6,1,5,72.92,180.0,143.98,135.02,132.95,135.06
2025-05-19,Ward 31,0,0,5,68.19,180.0,135.06,138.01,132.73,137.07
2025-05-20,Ward 31,1,0,5,64.66,180.0,137.07,138.7,134.3,124.63
2025-05-21,Ward 31,2,0,5,62.91,180.0,124.63,132.25,133.02,123.45
2025-05-22,Ward 31,3,0,5,64.64,180.0,123.45,128.38,132.18,135.29
2025-05-23,Ward 31,4,0,5,73.39,180.0,135.29,127.79,133.49,130.34
2025-05-24,Ward 31,5,1,5,72.42,180.0,130.34,129.69,132.83,137.42
2025-05-25,Ward 31,6,1,5,68.74,180.0,137.42,134.35,131.89,141.49
2025-05-26,Ward 31,0,0,5,70.63,180.0,141.49,136.42,132.81,138.73
2025-05-27,Ward 31,1,0,5,68.22,180.0,138.73,139.21,133.05,122.16
2025-05-28,Ward 31,2,0,5,62.83,180.0,122.16,134.13,132.7,117.51
2025-05-29,Ward 31,3,0,5,69.93,180.0,117.51,126.13,131.85,128.06
2025-05-30,Ward 31,4,0,5,76.79,180.0,128.06,122.58,130.82,148.52
2025-05-31,Ward 31,5,1,5,70.48,180.0,148.52,131.36,133.41,147.61
2025-06-01,Ward 31,6,1,6,69.42,180.0,147.61,141.4,134.87,138.08
2025-06-02,Ward 31,0,0,6,68.71,180.0,138.08,144.74,134.38,124.72
2025-06-03,Ward 31,1,0,6,61.78,180.0,124.72,136.8,132.38,117.83
2025-06-04,Ward 31,2,0,6,58.47,180.0,117.83,126.88,131.76,122.49
2025-06-05,Ward 31,3,0,6,61.64,180.0,122.49,121.68,132.47,140.45
2025-06-06,Ward 31,4,0,6,70.46,180.0,140.45,126.92,134.24,138.01
2025-06-07,Ward 31,5,1,6,65.36,180.0,138.01,133.65,132.74,151.67
2025-06-08,Ward 31,6,1,6,82.37,180.0,151.67,143.38,133.32,146.98
2025-06-09,Ward 31,0,0,6,68.34,180.0,146.98,145.55,134.59,134.33
2025-06-10,Ward 31,1,0,6,64.9,180.0,134.33,144.33,135.97,130.84
2025-06-11,Ward 31,2,0,6,73.29,180.0,130.84,137.38,137.82,125.05
2025-06-12,Ward 31,3,0,6,54.98,180.0,125.05,130.07,138.19,117.15
2025-06-13,Ward 31,4,0,6,67.74,180.0,117.15,124.35,134.86,135.2
2025-06-14,Ward 31,5,1,6,76.37,180.0,135.2,125.8,134.46,132.01
2025-06-15,Ward 31,6,1,6,71.18,180.0,132.01,128.12,131.65,141.02
2025-06-16,Ward 31,0,0,6,64.63,180.0,141.02,136.08,130.8,128.57
2025-06-17,Ward 31,1,0,6,69.8,180.0,128.57,133.87,129.98,117.09
2025-06-18,Ward 31,2,0,6,55.02,180.0,117.09,128.89,128.01,111.8
2025-06-19,Ward 31,3,0,6,60.74,180.0,111.8,119.15,126.12,115.6
2025-06-20,Ward 31,4,0,6,60.93,180.0,115.6,114.83,125.9,120.99
2025-06-21,Ward 31,5,1,6,65.49,180.0,120.99,116.13,123.87,134.54
2025-06-22,Ward 31,6,1,6,69.06,180.0,134.54,123.71,124.23,130.69
2025-06-23,Ward 31,0,0,6,69.66,180.0,130.69,128.74,122.75,112.0
2025-06-24,Ward 31,1,0,6,64.83,180.0,112.0,125.74,120.39,109.58
2025-06-25,Ward 31,2,0,6,61.77,180.0,109.58,117.42,119.31,115.62
2025-06-26,Ward 31,3,0,6,53.99,180.0,115.62,112.4,119.86,102.64
2025-06-27,Ward 31,4,0,6,60.43,180.0,102.64,109.28,118.01,116.61
2025-06-28,Ward 31,5,1,6,64.96,180.0,116.61,111.62,117.38,125.31
2025-06-29,Ward 31,6,1,6,70.57,180.0,125.31,114.85,116.06,133.37
2025-06-30,Ward 31,0,0,6,72.58,180.0,133.37,125.1,116.45,121.28
2025-07-01,Ward 31,1,0,7,55.26,180.0,121.28,126.65,117.77,114.13
2025-07-02,Ward 31,2,0,7,69.32,180.0,114.13,122.93,118.42,115.34
2025-07-03,Ward 31,3,0,7,59.25,180.0,115.34,116.92,118.38,117.95
2025-07-04,Ward 31,4,0,7,68.9,180.0,117.95,115.81,120.57,132.06
2025-07-05,Ward 31,5,1,7,65.31,180.0,132.06,121.78,122.78,131.8
2025-07-06,Ward 31,6,1,7,73.33,180.0,131.8,127.27,123.7,130.83
2025-07-07,Ward 31,0,0,7,63.66,180.0,130.83,131.56,123.34,122.66
2025-07-08,Ward 31,1,0,7,69.19,180.0,122.66,128.43,123.54,112.7
2025-07-09,Ward 31,2,0,7,63.8,180.0,112.7,122.06,123.33,107.96
2025-07-10,Ward 31,3,0,7,68.38,180.0,107.96,114.44,122.28,106.94
2025-07-11,Ward 31,4,0,7,57.68,180.0,106.94,109.2,120.71,115.73
2025-07-12,Ward 31,5,1,7,68.19,180.0,115.73,110.21,118.37,117.12
2025-07-13,Ward 31,6,1,7,57.74,180.0,117.12,113.26,116.28,108.0
2025-07-14,Ward 31,0,0,7,61.16,180.0,108.0,113.62,113.02,102.29
2025-07-15,Ward 31,1,0,7,57.02,180.0,102.29,109.14,110.11,103.61
2025-07-16,Ward 31,2,0,7,56.21,180.0,103.61,104.63,108.81,102.99
2025-07-17,Ward 31,3,0,7,57.69,180.0,102.99,102.96,108.1,109.41
2025-07-18,Ward 31,4,0,7,63.88,180.0,109.41,105.34,108.45,110.47
2025-07-19,Ward 31,5,1,7,61.05,180.0,110.47,107.62,107.7,126.47
2025-07-20,Ward 31,6,1,7,69.64,180.0,126.47,115.45,109.03,115.01
2025-07-21,Ward 31,0,0,7,66.81,180.0,115.01,117.32,110.04,104.35
2025-07-22,Ward 31,1,0,7,66.74,180.0,104.35,115.28,110.33,107.14
2025-07-23,Ward 31,2,0,7,62.14,180.0,107.14,108.83,110.83,104.0
2025-07-24,Ward 31,3,0,7,58.51,180.0,104.0,105.16,110.98,109.23
2025-07-25,Ward 31,4,0,7,59.59,180.0,109.23,106.79,110.95,114.44
2025-07-26,Ward 31,5,1,7,67.69,180.0,114.44,109.22,111.52,118.86
2025-07-27,Ward 31,6,1,7,61.84,180.0,118.86,114.18,110.43,111.24
2025-07-28,Ward 31,0,0,7,56.85,180.0,111.24,114.85,109.89,95.63
2025-07-29,Ward 31,1,0,7,60.18,180.0,95.63,108.58,108.65,106.25
2025-07-30,Ward 31,2,0,7,67.49,180.0,106.25,104.37,108.52,92.5
2025-07-31,Ward 31,3,0,7,59.03,180.0,92.5,98.13,106.88,108.05
2025-08-01,Ward 31,4,0,8,58.73,180.0,108.05,102.27,106.71,111.34
2025-08-02,Ward 31,5,1,8,52.17,180.0,111.34,103.96,106.27,118.09
2025-08-03,Ward 31,6,1,8,59.33,180.0,118.09,112.49,106.16,117.17
2025-08-04,Ward 31,0,0,8,56.51,180.0,117.17,115.53,107.0,110.38
2025-08-05,Ward 31,1,0,8,66.98,180.0,110.38,115.21,109.11,96.1
2025-08-06,Ward 31,2,0,8,51.02,180.0,96.1,107.88,107.66,81.64
2025-08-07,Ward 31,3,0,8,50.15,180.0,81.64,96.04,106.11,89.49
2025-08-08,Ward 31,4,0,8,46.56,180.0,89.49,89.08,103.46,103.26
2025-08-09,Ward 31,5,1,8,57.04,180.0,103.26,91.46,102.3,106.48
2025-08-10,Ward 31,6,1,8,57.68,180.0,106.48,99.74,100.65,116.22
2025-08-11,Ward 31,0,0,8,66.98,180.0,116.22,108.65,100.51,105.94
2025-08-12,Ward 31,1,0,8,63.35,180.0,105.94,109.55,99.88,89.28
2025-08-13,Ward 31,2,0,8,54.4,180.0,89.28,103.81,98.9,91.41
2025-08-14,Ward 31,3,0,8,52.66,180.0,91.41,95.54,100.3,97.65
2025-08-15,Ward 31,4,0,8,53.36,180.0,97.65,92.78,101.46,106.45
2025-08-16,Ward 31,5,1,8,63.2,180.0,106.45,98.5,101.92,96.69
2025-08-17,Ward 31,6,1,8,62.87,180.0,96.69,100.26,100.52,88.09
2025-08-18,Ward 31,0,0,8,50.73,180.0,88.09,97.08,96.5,98.61
2025-08-19,Ward 31,1,0,8,56.02,180.0,98.61,94.46,95.45,82.02
2025-08-20,Ward 31,2,0,8,46.15,180.0,82.02,89.57,94.42,91.13
2025-08-21,Ward 31,3,0,8,45.3,180.0,91.13,90.59,94.38,98.65
2025-08-22,Ward 31,4,0,8,57.35,180.0,98.65,90.6,94.52,95.43
2025-08-23,Ward 31,5,1,8,53.55,180.0,95.43,95.07,92.95,100.33
2025-08-24,Ward 31,6,1,8,62.56,180.0,100.33,98.14,93.47,110.13
2025-08-25,Ward 31,0,0,8,53.17,180.0,110.13,101.96,96.61,97.43
2025-08-26,Ward 31,1,0,8,52.87,180.0,97.43,102.63,96.45,96.98
2025-08-27,Ward 31,2,0,8,50.27,180.0,96.98,101.51,98.58,100.44
2025-08-28,Ward 31,3,0,8,58.1,180.0,100.44,98.28,99.91,90.56
2025-08-29,Ward 31,4,0,8,51.32,180.0,90.56,95.99,98.76,93.78
